text,label,clean_text,target
R&D Loan ) .,neutral,r loan,0
Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral,radiation today full service house expert radiation nuclear safety issue,0
Raisio is the site of the main production plants as well as company headquarters .,neutral,raisio site main production plant well company headquarters,0
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,rapala vmc corporation rapala finlandbased company engaged manufacture distribution fishing equipment accessory,0
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,rautalinko resposnible also mobility service job division continued marek hintze,0
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral,recently company decided build second identical plant site due commissioned toward end,0
"Retail chain Suomen L+�hikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,retail chain suomen l�hikauppa given index airline sa teliasonera broadband german retail chain lidl tele finland mobile subscription tallink shipping line power company helsinki energy,0
"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition .",neutral,risto jalo chief executive dormus print also owner remainder company keep position acquisition,0
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,neutral,rlnordic part raiffeisenbankinggroup austria subsidiary raiffeisenleasing gmbh austria,0
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral,rockwell collins provider flight deck cabin information management solution business aircraft operator,0
"s business sectors are building construction , infrastructure construction and technical building services .",neutral,business sector building construction infrastructure construction technical building service,0
Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .,neutral,salcomp manufacturing oy pay eur million cash salcomp connection implementation sale transfer business,0
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,sampo housing loan bank unit finland sampo bank priced eur bn usd bn bond reuters reported,0
SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,neutral,sampo plc jarmo salonen head investor relation group communication tel distribution nasdaq omx helsinki principal medium financial supervisory authority wwwsampocom announcement distributed thomson reuters behalf thomson reuters client,0
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",neutral,san francisco marketwatch nokia corp world largest cellphone maker using consumer electronics show la vega introduce highend thin folding phone according medium report monday,0
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,sanoma magazine international invite shareholder holding approximately share sell share,0
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral,scanfil plc global contract manufacturer system supplier communication industrial electronics,0
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,schwalm outoteccom eila paatela vice president corporate communication tel mobile email eila,0
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,sdm offer general rental equipment aluminium scaffolding power generator hoist customer construction sector,0
services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,positive,service supplier efore plc streamline operation finland u finnish electronic system service supplier efore plc omx helsinki efo v said tuesday february initiated statutory negotiation regarding streamlining operation finland,1
"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",neutral,seventythree also extensive training product built latest archestra technology wonderware system platform,0
"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .",neutral,simultaneously alma medium purchased share arena interactive subsidiary arena partner focus mobile solution development,0
