text,label,clean_text,target,adj_text
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive,finnish construction company yit corporation planning build highquality holiday home near tahko ski spa resort finland,1,finnish tahko ski
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",positive,press conference lattelecom board chairman nil melngailis explained blackstone chosen experience sector well financial strength,1,nil explained blackstone financial
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",positive,com constantly planning new way serve customer online comprehensive basis say matti leminen president anttila oy,1,planning new serve comprehensive say leminen oy
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive,finnish retailer stockmann approval board swedish rival lindex public tender offer aim expanding company presence russia cee country stockmann said monday,1,finnish swedish rival public expanding cee said
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",positive,handelsbanken ranked local cooperative bank aktia customer loyalty time however,1,handelsbanken ranked local cooperative
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",positive,recent month capman taken significant step simplify operation ceo lennart simonsen said,1,recent taken significant simplify lennart said
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive,also strong asset electronic medium employing increase percent last year,1,strong electronic employing last
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",positive,kaido kaare general director atrium eesti say company investment upgrade pig farm surpass eek mn eur mn usd mn past year,1,general say usd
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",positive,nokia continue invest future development qt benefit user commercial lgpl,1,nokia continue invest benefit user commercial
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",positive,one installed elevator doubledeck elevator enables efficient use building core space,1,installed enables efficient
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",positive,renzo piano building design wonderful addition london skyline say noud veeger evp area director central north europe kone,1,building wonderful skyline say noud evp central europe
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,positive,tekla implement renewal software version introduced spring,1,tekla introduced
